sampleId	popId	site	country	region	groupLabel	groupAge	flag	shapeA	colorA	latitude	longitude	callset	dataSource	age14C	ageHigh	ageLow	ageAverage	datingSource	coverage	sex	hgMT	gpAvg	ageRaw	clusterId	clusterIBDGlobal	clusterIBDFine	age
Canes1	Canes1	Canes	Spain	SouthernEurope	Iberia_Mesolithic	Ancient	0	5	grey	43.36	-4.72	sg.impute	GonzalesFortes_CurrentBiology_2017	6197	7245	6985	7115	direct	1.646121534	XX	U5a2a	0.9944	NA	4.2.2.2.1.1	Europe_15000BP_4000BP	4.2_Iberia_9000BP_7000BP	7115
CB13	CB13	Cova Bonica, Vallirana, Barcelona	Spain	SouthernEurope	Iberia_Neolithic_Cardial	Ancient	0	5	grey	41.37	1.89	sg.impute	OlaldeMBE_2015	6410	7419	7277	7348	direct	0.931947851	XX	K1a2a	0.9949	NA	2.2.1.1.1.1.4	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	7348
mur	mur	Andalusia, Murciélagos de Zuheros	Spain	SouthernEurope	Iberia_Neolithic_Almagra	Ancient	0	5	grey	42.35	-3.52	sg.impute	Valdiosera_PNAS_2018	6226	7246	7026	7136	direct	3.467561449	XY	J1c1b1	0.99553	NA	2.2.1.1.1.1.14	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	7136
LD1174	LD1174	Lucena, Sima del Angel	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	37.41	-4.42	sg.impute	GonzalesFortes_ProcRoyalSocB_2019	3989	6470	6360	6415	direct	3.558801721	XX	U5b2b5	0.99696	NA	2.2.1.1.1.1.8	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	6415
COV20126	COV20126	Lucena, Covacha del Angel	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	37.41	-4.42	sg.impute	GonzalesFortes_ProcRoyalSocB_2019	3395	5647	5529	5588	direct	0.303266123	XY	L2a1	0.98992	NA	2.2.1.2.2.3	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	5588
san216	san216	Basque country, San Quílez	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	42.69	-2.73	sg.impute	Valdiosera_PNAS_2018	4940	5727	5604	5665.5	direct	0.200001027	XY	X2b	0.98586	NA	2.2.1.2.1.1	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	5665.5
c40331	c40331	Andalusia, Cueva de los Cuarenta	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	37.37	-4.25	sg.impute	Valdiosera_PNAS_2018	4900	5711	5588	5649.5	direct	0.293459982	XY	HV0a	0.98897	NA	2.2.1.1.2.2	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5649.5
por002	por002	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	42.35	-3.52	sg.impute	Valdiosera_PNAS_2018	4450	5286	4895	5090.5	direct	0.844986827	XY	K1a2b	0.99097	NA	2.2.1.1.1.2.4	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5090.5
atp016	atp016	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	42.35	-3.52	sg.impute	Valdiosera_PNAS_2018	4400	5212	4867	5039.5	direct	13.20832827	XX	X2c2	0.99853	NA	2.2.1.1.1.1.1	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5039.5
por004	por004	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	42.35	-3.52	sg.impute	Valdiosera_PNAS_2018	4390	5042	4868	4955	direct	0.129932409	XY	K1a	0.98361	NA	2.2.1.2.2.4	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	4955
atp12-1420	atp12-1420	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	42.35	-3.52	sg.impute	Valdiosera_PNAS_2018	4300	4961	4830	4895.5	direct	2.528221016	XY	H3c	0.99617	NA	2.2.1.1.1.2.1	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	4895.5
atp002	atp002	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	42.35	-3.52	sg.impute	Valdiosera_PNAS_2018	4210	4850	4629	4739.5	direct	9.113468526	XY	U5b3	0.99368	NA	2.2.1.1.1.2.1	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	4739.5
NEO721	NEO721	Camino de las Yeseras	Spain	SouthernEurope	Iberia_Neolithic	Ancient	0	5	black	40.44	-3.5	sg.impute	thisStudy	NA	4241	4099	4170	context	0.358210677	XX	U5b3	0.9887	NA	2.2.1.1.1.1.15	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	4170
pir001	pir001	Andalusia, Priego de Córdoba	Spain	SouthernEurope	Iberia_BronzeAge_Argar	Ancient	0	5	grey	37.89	-4.78	sg.impute	Valdiosera_PNAS_2018	NA	4050	3400	3725	context	0.215607431	XY	K1a13	0.98494	NA	2.2.1.2.2.1	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	3725
atp9	atp9	El Portalon Cave, Sierra de Atapuerca	Spain	SouthernEurope	Iberia_BronzeAge	Ancient	0	5	grey	42.35	-3.52	sg.impute	Gunther_PNAS_2015	3390	3700	3568	3634	direct	0.419041583	XX	NA	0.99112	NA	2.2.1.2.2.2	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	3634
esp005	esp005	La Rioja, Cueva de los Lagos	Spain	SouthernEurope	Iberia_BronzeAge_Cogotas	Ancient	0	5	grey	42	-1	sg.impute	Valdiosera_PNAS_2018	NA	3380	3360	3370	context	2.457932356	XY	K1a	0.99389	NA	2.2.1.1.1.2.3	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	3370
NEO649	NEO649	Toral III	Spain	SouthernEurope	Iberia_BronzeAge	Ancient	0	5	black	43.4	-4.71	sg.impute	thisStudy	3801	4240	3994	4117	direct	0.197676118	XY	H1+16355	0.9903	NA	1.2.1.2.2.2.2	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP	4117
NEO653	NEO653	Toral III	Spain	SouthernEurope	Iberia_BronzeAge	Ancient	0	5	black	43.4	-4.71	sg.impute	thisStudy	3233	3479	3366	3423	direct	0.283734421	XX	HV0d	0.99135	NA	2.2.1.2.1.7	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	3423
NEO632	NEO632	Gruta do Caldeirao	Portugal	SouthernEurope	Iberia_Neolithic_Cardial	Ancient	0	5	black	39.65	-8.42	sg.impute	thisStudy	6415	7421	7276	7349	direct	1.660733375	XY	J2b1a	0.99194	NA	2.2.1.1.2.1	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	7349
NEO631	NEO631	Gruta do Caldeirao	Portugal	SouthernEurope	Iberia_Neolithic_Cardial	Ancient	0	5	black	39.65	-8.42	sg.impute	thisStudy	6237	7257	7020	7139	direct	1.659691875	XY	T2b3+151	0.99164	NA	2.2.1.1.2.1	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	7139
LU339	LU339	Lorga de Din	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	41.71	-6.93	sg.impute	GonzalesFortes_ProcRoyalSocB_2019	4280	6815	6780	6797.5	direct	4.60334026	XY	H3	0.99743	NA	2.2.1.1.1.1.1	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	6797.5
LD270	LD270	Lorga de Din	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	41.71	-6.93	sg.impute	GonzalesFortes_ProcRoyalSocB_2019	3940	6208	6464	6336	direct	4.064587193	XY	U8a	0.99673	NA	2.2.1.1.1.1.9	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	6336
LugarCanto41	LugarCanto41	Lugar do Canto	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	39.42	-8.82	sg.impute	Martiniano_PLoSGenetics_2017	NA	6450	5450	5950	context	1.06714512	XX	U5b1	0.99369	NA	2.2.1.1.1.1.11	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5950
LugarCanto42	LugarCanto42	Lugar do Canto	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	39.42	-8.82	sg.impute	Martiniano_PLoSGenetics_2017	NA	6450	5450	5950	context	3.006333862	XX	H3	0.99598	NA	2.2.1.1.1.1.12	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5950
LugarCanto44	LugarCanto44	Lugar do Canto	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	39.42	-8.82	sg.impute	Martiniano_PLoSGenetics_2017	NA	6450	5450	5950	context	2.016550504	XX	H1e1a2	0.99532	NA	2.2.1.1.1.1.13	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5950
DolmenAnsiao96B	DolmenAnsiao96B	Dolmen de Ansião	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	39.75	-8.81	sg.impute	Martiniano_PLoSGenetics_2017	NA	5650	5250	5450	context	1.962153759	XY	K1b1a	0.99467	NA	2.2.1.1.1.1.7	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5450
CabecoArruda117B	CabecoArruda117B	Cabeço da Arruda I	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	39.11	-8.66	sg.impute	Martiniano_PLoSGenetics_2017	NA	5350	4750	5050	context	0.376607974	XY	J1c1b	0.99114	NA	2.2.1.1.1.1.2	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5050
CabecoArruda122A	CabecoArruda122A	Torres Vedras, Cabeço da Arruda I	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	39.11	-8.66	sg.impute	Martiniano_PLoSGenetics_2017	NA	5350	4750	5050	context	1.782958508	XY	H1e1a	0.99455	NA	2.2.1.1.1.1.3	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	5050
CovaMoura364	CovaMoura364	Cova da Moura	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	38.75	-9.22	sg.impute	Martiniano_PLoSGenetics_2017	NA	5650	4150	4900	context	0.794100402	XY	H	0.99437	NA	2.2.1.1.1.1.5	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	4900
CovaMoura9B	CovaMoura9B	Cova da Moura	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	grey	38.75	-9.22	sg.impute	Martiniano_PLoSGenetics_2017	NA	5650	4150	4900	context	2.611737333	XX	J1c1b	0.99677	NA	2.2.1.1.1.1.6	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	4900
NEO609	NEO609	Sao Paulo 2	Portugal	SouthernEurope	Iberia_Neolithic	Ancient	0	5	black	38.68	-9.16	sg.impute	thisStudy	3901	4420	4245	4333	direct	0.134584406	XY	K1a1	0.98329	NA	2.2.1.2.1.6	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	4333
MonteGato104	MonteGato104	Monte do Gato de Cima 3	Portugal	SouthernEurope	Iberia_BronzeAge	Ancient	0	5	grey	38.02	-7.86	sg.impute	Martiniano_PLoSGenetics_2017	3360	3690	3380	3535	direct	1.236961027	XY	U5b3	0.99365	NA	2.2.1.1.1.2.2	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	3535
ValeOuro10207	ValeOuro10207	Monte do Vale do Ouro 2	Portugal	SouthernEurope	Iberia_BronzeAge	Ancient	0	5	grey	38.06	-8.11	sg.impute	Martiniano_PLoSGenetics_2017	NA	3750	3350	3550	context	0.248412062	XX	U5b1	0.98846	NA	2.2.1.2.2.6	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	3550
TV32032extra	TV32032extra	Torre Velha 3	Portugal	SouthernEurope	Iberia_BronzeAge	Ancient	0	5	grey	37.94	-7.6	sg.impute	Martiniano_PLoSGenetics_2017	NA	3750	3350	3550	context	0.865992675	XY	X2b+226	0.99316	NA	2.2.1.1.1.2.5	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	3550
TV3831	TV3831	Torre Velha 3	Portugal	SouthernEurope	Iberia_BronzeAge	Ancient	0	5	grey	37.94	-7.6	sg.impute	Martiniano_PLoSGenetics_2017	NA	3750	3350	3550	context	0.994305724	XY	H1+152	0.99376	NA	2.2.1.1.1.2.2	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	3550
Stuttgart	Stuttgart	Stuttgart-Muehlhausen, Viesenhaeuser Hof	Germany	WesternEurope	Germany_Neolithic	Ancient	0	6	grey	48.78	9.18	sg.impute	Lazaridis_Nature_2014	6246	7260	7020	7140	direct	16.19254244	XX	T2c1d1	0.99892	NA	2.3.1.1.1	EuropeWCAsia_25000BP_300BP	2.3_EuropeCE_7000BP_5500BP	7140
RISE446	RISE446	Bergrheinfeld	Germany	WesternEurope	Germany_BronzeAge_CWC	Ancient	0	6	grey	50.01	10.18	sg.impute	Allentoft_Nature_2015	4015	4779	4415	4597	direct	0.167855368	XY	U5b1c2	0.98789	NA	1.2.1.2.2.2.1	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP	4597
RISE563	RISE563	Osterhofen-Altenmarkt	Germany	WesternEurope	Germany_BronzeAge_Beaker	Ancient	0	6	grey	48.69	13.02	sg.impute	Allentoft_Nature_2015	3955	4522	4462	4492	direct	0.365722927	XY	K1c1	0.9884	NA	1.2.1.2.2.2.2	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP	4492
RISE559	RISE559	Augsburg	Germany	WesternEurope	Germany_BronzeAge_Beaker	Ancient	0	6	grey	48.33	10.9	sg.impute	Allentoft_Nature_2015	3855	4411	4157	4284	direct	0.135878668	XX	H46	0.98314	NA	2.1.2.2.1.1.1	EuropeWCAsia_25000BP_300BP	2.1_Europe_4000BP_300BP	4284
FN2	FN2	Bavaria, Munich, Freiham-Nord cemetery	Germany	WesternEurope	Germany_Roman	Ancient	0	6	grey	48.14	11.4	sg.impute	Veeramah_PNAS_2018	NA	1675	1625	1650	context	3.75343379	XY	H3	0.99594	NA	2.1.2.1.2.1.2	EuropeWCAsia_25000BP_300BP	2.1_Europe_4000BP_300BP	1650
Alh1	Alh1	Bavaria, Altheim	Germany	WesternEurope	Germany_Medieval	Ancient	0	6	grey	48.59	12.2	sg.impute	Veeramah_PNAS_2018	NA	1700	1300	1500	context	4.240833781	XY	J2a2b	0.99603	NA	1.1.1.4.1.3	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP	1500
Alh10	Alh10	Bavaria, Altheim	Germany	WesternEurope	Germany_Medieval	Ancient	0	6	grey	48.59	12.2	sg.impute	Veeramah_PNAS_2018	1619	1563	1415	1489	direct	4.320754382	XX	I1	0.99644	NA	1.1.1.4.2.2	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP	1489
NW54	NW54	Bavaria, Burgweinting – Nord-West II	Germany	WesternEurope	Germany_Medieval	Ancient	0	6	grey	48.99	12.15	sg.impute	Veeramah_PNAS_2018	1624	1566	1415	1490.5	direct	0.293683965	XX	C4a1a	0.98666	NA	2.1.2.2.1.2.3	EuropeWCAsia_25000BP_300BP	2.1_Europe_4000BP_300BP	1490.5
STR486	STR486	Bavaria, Straubing- Bajuwarenstraße	Germany	WesternEurope	Germany_Medieval	Ancient	0	6	grey	48.88	12.57	sg.impute	Veeramah_PNAS_2018	NA	1490	1420	1455	context	0.548502546	XY	T2b	0.99132	NA	1.1.1.4.1.4	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP	1455
STR220c	STR220c	Bavaria, Straubing- Bajuwarenstraße	Germany	WesternEurope	Germany_Medieval	Ancient	0	6	grey	48.88	12.57	sg.impute	Veeramah_PNAS_2018	NA	1470	1420	1445	context	0.64362095	XX	U5b2b	0.99286	NA	1.1.2.2.2.1.2	Eurasia_5000BP_200BP	1.1_Europe_1400BP_800BP	1445
STR310	STR310	Bavaria, Straubing- Bajuwarenstraße	Germany	WesternEurope	Germany_Medieval	Ancient	0	6	grey	48.88	12.57	sg.impute	Veeramah_PNAS_2018	NA	1440	1420	1430	context	0.864482466	XX	H7	0.99318	NA	1.2.1.2.1.3.2	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP	1430
Bichon	Bichon	Grotte du Bichon	Switzerland	WesternEurope	Switzerland_Mesolithic	Ancient	0	6	grey	47.1	6.87	sg.impute	Jones_NatureCommunications_2015	11855	13770	13560	13665	direct	7.692393112	XY	U5b1h	0.9983	NA	4.2.2.1.1.2	Europe_15000BP_4000BP	4.2_EuropeW_13500BP_8000BP	13665
Loschbour	Loschbour	Echternach	Luxembourg	WesternEurope	Luxembourg_Mesolithic	Ancient	0	6	grey	49.81	6.4	sg.impute	Lazaridis_Nature_2014	7205	8160	7940	8050	direct	18.23029647	XY	U5b1a	0.99929	NA	4.2.2.1.1.4	Europe_15000BP_4000BP	4.2_EuropeW_13500BP_8000BP	8050
PER1150503	PER1150503	Les Perrats	France	WesternEurope	France_Mesolithic	Ancient	0	6	grey	45.77	0.33	sg.impute	Brunel_PNAS_2020	NA	9127	9007	9067	context	0.315139903	XX	U5b1-16189	0.9921	NA	4.2.2.1.1.1	Europe_15000BP_4000BP	4.2_EuropeW_13500BP_8000BP	9067
PER3023	PER3023	Les Perrats	France	WesternEurope	France_Mesolithic	Ancient	0	6	grey	45.77	0.33	sg.impute	Brunel_PNAS_2020	NA	9127	9007	9067	context	0.161333797	XX	U5b3e	0.9885	NA	4.2.2.1.1.1	Europe_15000BP_4000BP	4.2_EuropeW_13500BP_8000BP	9067
PER3123	PER3123	Les Perrats	France	WesternEurope	France_Mesolithic	Ancient	1d_rel_PER1150503	6	grey	45.77	0.33	sg.impute	Brunel_PNAS_2020	NA	9127	9007	9067	context	0.128678505	XY	U5b1-16189	0.98756	NA	NA	NA	NA	9067
Schw432	Schw432	Lotissement Les Terrasses de la Zorn	France	WesternEurope	France_Neolithic_LBK	Ancient	0	6	grey	48.76	7.6	sg.impute	Brunel_PNAS_2020	NA	7350	6850	7100	context	0.148141996	XX	T2f	0.9876	NA	2.3.3.1.12	EuropeWCAsia_25000BP_300BP	2.3_Europe_8500BP_5500BP	7100
Sch72-15	Sch72-15	Lotissement Les Terrasses de la Zorn	France	WesternEurope	France_Neolithic_LBK	Ancient	0	6	grey	48.76	7.6	sg.impute	Brunel_PNAS_2020	6130	7161	6912	7036.5	direct	0.235222248	XY	X2b	0.99091	NA	2.3.3.1.11	EuropeWCAsia_25000BP_300BP	2.3_Europe_8500BP_5500BP	7036.5
Mor6	Mor6	ZAC des collines I IKEA, Hungeheuer Hoelzle	France	WesternEurope	France_Neolithic_LBK	Ancient	0	6	grey	48.82	7.63	sg.impute	Brunel_PNAS_2020	6120	7158	6914	7036	direct	0.161199361	XX	H3q1	0.98917	NA	2.2.2.1.1.1.5	EuropeWCAsia_25000BP_300BP	2.2_EuropeAtlantic_7000BP_5000BP	7036
MDV248	MDV248	Derrière le village	France	WesternEurope	France_Neolithic_LBK	Ancient	0	6	grey	49.42	4.01	sg.impute	Brunel_PNAS_2020	6090	7143	6888	7015.5	direct	0.121146489	XY	K1a12	0.98635	NA	2.3.3.1.1	EuropeWCAsia_25000BP_300BP	2.3_Europe_8500BP_5500BP	7015.5
ROS45	ROS45	"Rosheim ""Mittelfeld"" ""Rosenmeer"""	France	WesternEurope	France_Neolithic_Grossgartach	Ancient	0	6	grey	48.5	7.47	sg.impute	Brunel_PNAS_2020	5833	6680	6605	6642.5	direct	0.269292799	XY	H5u	0.9921	NA	2.3.3.2	EuropeWCAsia_25000BP_300BP	2.3_Europe_8500BP_5500BP	6642.5
ROS102	ROS102	"Rosheim ""Mittelfeld"" ""Rosenmeer"""	France	WesternEurope	France_Neolithic_Grossgartach	Ancient	0	6	grey	48.5	7.47	sg.impute	Brunel_PNAS_2020	NA	6650	6450	6550	context	0.151456852	XY	K1a1a	0.98776	NA	2.3.3.1.1	EuropeWCAsia_25000BP_300BP	2.3_Europe_8500BP_5500BP	6550
ROS78	ROS78	"Rosheim ""Mittelfeld"" ""Rosenmeer"""	France	WesternEurope	France_Neolithic_Grossgartach	Ancient	0	6	grey	48.5	7.47	sg.impute	Brunel_PNAS_2020	NA	6650	6450	6550	context	0.435416491	XY	U8b1b1	0.99426	NA	2.3.3.2	EuropeWCAsia_25000BP_300BP	2.3_Europe_8500BP_5500BP	6550
NEO812	NEO812	Grotte du Gazel	France	WesternEurope	France_Neolithic_Cardial	Ancient	0	6	black	43.32	2.42	sg.impute	thisStudy	5740	6636	6453	6545	context	6.542360034	XX	H1	0.99705	NA	2.2.1.1.1.1.16	EuropeWCAsia_25000BP_300BP	2.2_Iberia_7300BP_3500BP	6545
NEO813	NEO813	Grotte du Gazel	France	WesternEurope	France_Neolithic_Cardial	Ancient	1d_rel_NEO812	6	black	43.32	2.42	sg.impute	thisStudy	5740	6636	6453	6545	direct	4.954342033	XX	H1	0.99647	NA	NA	NA	NA	6545
BUCH2	BUCH2	PLA D39	France	WesternEurope	France_Neolithic_Cemy	Ancient	0	6	grey	48.24	4.11	sg.impute	Brunel_PNAS_2020	NA	6350	6150	6250	context	0.364760392	XY	U5b1-16189	0.99346	NA	2.2.1.2.1.2	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	6250
BERG157-7	BERG157-7	Saulager	France	WesternEurope	France_Neolithic_BORSMichelsberg	Ancient	0	6	grey	43.22	2.41	sg.impute	Brunel_PNAS_2020	5335	6265	5998	6131.5	direct	0.267013925	XY	U5b1c	0.9919	NA	2.2.1.2.1.1	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	6131.5
BERG157-2	BERG157-2	Saulager	France	WesternEurope	France_Neolithic_BORSMichelsberg	Ancient	0	6	grey	43.22	2.41	sg.impute	Brunel_PNAS_2020	NA	6250	5850	6050	context	0.346274491	XX	J1c1b	0.99358	NA	2.2.2.1.1.2.1	EuropeWCAsia_25000BP_300BP	2.2_EuropeAtlantic_7000BP_5000BP	6050
BERG02-2	BERG02-2	Saulager	France	WesternEurope	France_Neolithic_BORSMichelsberg	Ancient	0	6	grey	43.22	2.41	sg.impute	Brunel_PNAS_2020	5135	5987	5753	5870	direct	0.344146565	XX	W5b	0.99319	NA	2.2.1.2.1.1	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	5870
WET370	WET370	Wettolsheim	France	WesternEurope	France_Neolithic	Ancient	0	6	grey	48.06	7.3	sg.impute	Brunel_PNAS_2020	4764	5595	5447	5521	direct	0.172865405	XY	H1c5a'	0.98932	NA	2.2.2.1.1.2.4	EuropeWCAsia_25000BP_300BP	2.2_EuropeAtlantic_7000BP_5000BP	5521
CRE20D	CRE20D	Le Crès	France	WesternEurope	France_Neolithic_ChasseenAncien	Ancient	0	6	grey	43.21	3.13	sg.impute	Brunel_PNAS_2020	NA	6284	6018	6151	context	0.256045807	XX	H-16291	0.99153	NA	2.2.1.2.1.3	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	6151
BLP10	BLP10	la Plaine	France	WesternEurope	France_Neolithic_Michelsberg	Ancient	0	6	grey	49.39	3.74	sg.impute	Brunel_PNAS_2020	5275	6174	5930	6052	direct	0.182856636	XY	H1e	0.98945	NA	2.2.2.1.1.2.2	EuropeWCAsia_25000BP_300BP	2.2_EuropeAtlantic_7000BP_5000BP	6052
Es97-1	Es97-1	Mont d'Hubert	France	WesternEurope	France_Neolithic_Michelsberg	Ancient	0	6	grey	50.92	1.71	sg.impute	Brunel_PNAS_2020	NA	6180	5829	6004.5	context	0.294790665	XY	K1a26	0.99259	NA	2.2.2.1.2.6	EuropeWCAsia_25000BP_300BP	2.2_EuropeAtlantic_7000BP_5000BP	6004.5
PSS4693	PSS4693	Ferme de l'Ile	France	WesternEurope	France_Neolithic_Noyen	Ancient	0	6	grey	48.52	3.6	sg.impute	Brunel_PNAS_2020	4650	5576	5301	5438.5	direct	0.740638747	XX	U5b3b	0.99584	NA	2.2.2.1.1.2.3	EuropeWCAsia_25000BP_300BP	2.2_EuropeAtlantic_7000BP_5000BP	5438.5
NEO121	NEO121	Grotte Mandrin	France	WesternEurope	France_Neolithic	Ancient	0	6	black	44.47	4.77	sg.impute	thisStudy	4002	4802	4260	4531	direct	0.530892193	XY	U4a2f	0.99179	NA	2.2.1.2.1.5	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	4531
NEO119	NEO119	Grotte Mandrin	France	WesternEurope	France_Neolithic	Ancient	0	6	black	44.47	4.77	sg.impute	thisStudy	3936	4516	4248	4382	direct	0.10885148	XX	U5b3	0.98087	NA	2.2.1.2.1.4	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	4382
PEI2	PEI2	Dolmen des Peirières	France	WesternEurope	France_Neolithic_Campaniforme	Ancient	0	6	grey	43.14	2.25	sg.impute	Brunel_PNAS_2020	3935	4513	4258	4385.5	direct	0.302517672	XY	H3	0.98921	NA	2.2.1.2.1.8	EuropeWCAsia_25000BP_300BP	2.2_EuropeSW_6000BP_3500BP	4385.5
CBV95	CBV95	La Bouche-à-Vesle	France	WesternEurope	France_Neolithic_Campaniforme	Ancient	0	6	grey	49.36	3.46	sg.impute	Brunel_PNAS_2020	3970	4524	4402	4463	direct	0.142975354	XY	J2a1a1	0.98923	NA	1.2.1.2.2.2.1	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP	4463
PSS4170	PSS4170	Pont-sur-Seine	France	WesternEurope	France_BronzeAge	Ancient	0	6	grey	48.52	3.6	sg.impute	Brunel_PNAS_2020	3690	4146	3927	4036.5	direct	0.411494821	XY	H25	0.9947	NA	1.2.1.1.2.2.1	Eurasia_5000BP_200BP	1.2_EuropeNW_4000BP_500BP	4036.5
EUG11	EUG11	Dolmen de Saint-Eugène	France	WesternEurope	France_BronzeAge	Ancient	0	6	grey	43.16	2.31	sg.impute	Brunel_PNAS_2020	3580	3978	3828	3903	direct	0.150863739	XY	V9	0.98794	NA	2.1.2.2.2.1.3	EuropeWCAsia_25000BP_300BP	2.1_Europe_4000BP_300BP	3903
BIS130	BIS130	Muehlacker	France	WesternEurope	France_BronzeAge	Ancient	0	6	grey	48.1	7.44	sg.impute	Brunel_PNAS_2020	NA	3950	3750	3850	context	0.130533563	XY	K2b1b	0.98752	NA	1.2.1.2.2.1.2.4	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP	3850
BIS385	BIS385	Muehlacker	France	WesternEurope	France_BronzeAge	Ancient	0	6	grey	48.1	7.44	sg.impute	Brunel_PNAS_2020	NA	3950	3750	3850	context	0.163614224	XX	T2c1d2a	0.98913	NA	1.2.1.3.1.3	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP	3850
OBE3722	OBE3722	PAEI	France	WesternEurope	France_BronzeAge	Ancient	0	6	grey	48.46	7.48	sg.impute	Brunel_PNAS_2020	NA	3950	3650	3800	context	0.168968491	XX	I5	0.99021	NA	1.2.1.2.2.1.1.5	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP	3800
