sampleId	popId	site	country	region	groupLabel	groupAge	flag	shapeA	colorA	latitude	longitude	callset	dataSource	age14C	ageHigh	ageLow	ageAverage	datingSource	coverage	sex	hgMT	gpAvg	ageRaw	clusterId	clusterIBDGlobal	clusterIBDFine	age
NA20502	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20503	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20504	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20505	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20506	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20507	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20508	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20509	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20510	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20511	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20512	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20513	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20514	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20515	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20516	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20517	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20518	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20519	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20520	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20521	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20522	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20524	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20525	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20527	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20528	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20529	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20530	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20531	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20532	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20533	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20534	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20535	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20536	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20538	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20539	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20540	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20541	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20542	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20543	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20544	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20581	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20582	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20585	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20586	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20587	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20588	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20589	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20752	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20753	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20754	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20755	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20756	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20757	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20758	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20759	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20760	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20761	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20762	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20763	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20764	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20765	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20766	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20767	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20768	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20769	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20770	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20771	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20772	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20773	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20774	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20775	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20778	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20783	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20785	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20786	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20787	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20790	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20792	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20795	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20796	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20797	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20798	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20799	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20800	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20801	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20802	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20803	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20804	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20805	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20806	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20807	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20808	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20809	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20810	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20811	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20812	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20813	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20814	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20815	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20818	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20819	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20821	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20822	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20826	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20827	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
NA20828	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
NA20832	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00096	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00097	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00099	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00100	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00101	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00102	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00103	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00105	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00106	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00107	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00108	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00109	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00110	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00111	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00112	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00113	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00114	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00115	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00116	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00117	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00118	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00119	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00120	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00121	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00122	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00123	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00125	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00126	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00127	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00128	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00129	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00130	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00131	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
HG00132	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00133	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA	0
HG00136	GBR	NA	UK	WesternEurope	GBR	Modern	0	8	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA	0
